id,proba,label
16395,3.2332,1
37405,1.1295613,1
94180,2.2158108,1
54321,0.6272282,1
97015,2.6793053,1
73506,3.2967725,1
05429,0.80357516,1
70691,0.21858023,1
69421,-2.3151007,0
50162,3.6517308,1
43728,-0.028565874,0
75081,2.8166597,1
47829,2.651058,1
35279,2.4369,1
54920,0.89293575,1
39867,0.00031594932,1
96082,1.770588,1
38045,1.3171134,1
62134,0.5795261,1
81970,0.8557272,1
01865,0.64331555,1
86139,2.533592,1
38765,2.1964335,1
15306,0.3467745,1
17209,0.9933003,1
96185,2.619641,1
93875,-0.6671597,0
57286,-0.0922601,0
08261,0.13480482,1
60823,0.8824096,1
83720,0.37507978,1
89432,3.6652567,1
89607,1.2930328,1
14267,3.0175288,1
82749,1.9387381,1
70643,2.6973119,1
12785,0.91367096,1
86394,0.24176952,1
63491,0.49737278,1
98026,2.65144,1
89263,-1.6144629,0
42975,6.158318,1
74016,3.6022658,1
26347,2.5070138,1
89105,0.7355393,1
57932,0.8230645,1
52971,0.16017558,1
04615,2.8305628,1
01936,1.8070401,1
17546,-3.4995694,0
56908,-1.8719814,0
24973,-1.785966,0
04958,1.8741841,1
60345,1.001543,1
02356,-0.41959527,0
91806,2.3287714,1
05462,0.4539303,1
01627,0.3841101,1
18239,-9.053466,0
49372,0.7886076,1
59167,-0.84218913,0
59287,0.55739564,1
64279,2.5514505,1
38701,-0.16443479,0
12643,-0.35633132,0
46532,0.5411414,1
07516,2.1541796,1
93251,2.29023,1
31760,-5.1590595,0
19230,-0.34774414,0
89251,2.8122222,1
02789,-3.93036,0
03976,2.2568614,1
07291,0.16871288,1
58374,-1.0438555,0
78092,-2.2240937,0
28396,1.828185,1
87039,0.6354418,1
94216,1.3703824,1
81523,1.4666952,1
15473,-1.4874439,0
48059,0.7913106,1
38054,0.5359982,1
35870,2.1617115,1
07392,6.962035,1
72019,1.4005629,1
95723,2.4226816,1
01284,0.37606218,1
27980,-1.2520661,0
65917,0.6948068,1
10548,1.5768605,1
26091,1.1784493,1
98637,1.2820184,1
98653,3.4296749,1
09638,0.36937073,1
16592,0.934717,1
47693,0.35125223,1
51263,0.60612255,1
67149,2.6322455,1
63547,0.6192002,1
49267,0.46727875,1
24351,1.0539969,1
23419,0.17437983,1
30762,0.30527344,1
52096,-1.1189982,0
64735,-10.564159,0
10652,-0.5723434,0
92456,0.38163975,1
42635,0.65061605,1
47931,-1.2742792,0
70143,2.483863,1
51863,3.5015218,1
02584,1.5026094,1
48132,0.502177,1
81370,0.51685035,1
74029,-0.7979701,0
50643,-11.832576,0
59423,2.0904562,1
63502,3.6184762,1
89360,0.65107787,1
05219,0.44487375,1
61342,-0.5923704,0
16234,-1.0062627,0
34215,-0.03675817,0
10963,-0.9791435,0
94380,2.2536943,1
30954,0.7785075,1
05162,8.218716,1
36184,-4.1626034,0
17285,8.964484,1
20815,-0.71166813,0
35198,0.5129019,1
32451,0.8560722,1
58079,-1.538644,0
37092,1.4521703,1
76542,0.74485135,1
17096,-0.7639129,0
69753,-3.335458,0
07652,0.7404348,1
39182,-0.9389071,0
10476,3.2898028,1
17596,-2.9700348,0
25893,-6.270325,0
57836,-0.09411306,0
32907,-3.1368182,0
18453,0.4769582,1
26537,-14.732092,0
07689,0.44720602,1
69423,-1.6569387,0
45269,1.7937561,1
29710,2.2155304,1
10865,-5.142811,0
56291,-1.286601,0
60175,0.4793572,1
90538,0.89896435,1
06931,0.5969681,1
69403,1.3753349,1
21530,4.791951,1
03146,0.86646175,1
04879,0.5525392,1
14583,0.7067213,1
31894,0.26481697,1
90734,-1.56792,0
67841,-2.691226,0
24689,1.2783478,1
39564,0.14123538,1
15763,-0.08109079,0
76091,-10.876991,0
23047,-4.8772426,0
35186,-9.727783,0
21386,-14.954126,0
80713,-6.879432,0
50483,-0.09244578,0
41250,-24.614014,0
45326,1.6890836,1
09241,0.5617755,1
08524,-0.8114605,0
31468,1.7814919,1
57431,0.26124156,1
06135,-9.415272,0
70456,2.2936754,1
53214,-4.1263676,0
48523,3.070212,1
45093,1.1734966,1
98374,1.5938112,1
89026,-0.13575356,0
94152,0.09754448,1
63719,2.4073641,1
80392,-4.1926103,0
98035,5.3132606,1
26573,-0.2716259,0
15379,-1.2177509,0
10564,5.753789,1
80463,-4.044227,0
35687,-7.0946326,0
28579,2.1882699,1
71453,-14.041716,0
13285,-6.65276,0
01634,0.5116462,1
85630,1.7604743,1
16302,-2.2483265,0
73846,-3.659172,0
27496,1.8198498,1
75806,0.23292063,1
30154,0.09583852,1
68594,3.1169581,1
64803,1.2452346,1
65071,-3.5173917,0
07193,-5.3798165,0
60812,-0.117666855,0
23619,-2.8539803,0
45610,1.8118626,1
91260,0.40399638,1
87526,-13.973026,0
54621,-0.60937846,0
45792,-2.3368242,0
26891,2.9569051,1
95371,0.4383896,1
03968,0.16985297,1
40578,-4.3459525,0
97853,-1.8769855,0
26549,2.5976655,1
13907,-0.050710022,0
51482,-0.26713088,0
82591,0.34031108,1
36458,-4.9929624,0
75810,1.918913,1
72364,0.49619314,1
58069,1.0152351,1
80724,3.0983026,1
15438,3.3927658,1
86025,2.3151724,1
96502,0.23354244,1
93462,2.4347842,1
90814,0.7211304,1
17845,1.0532075,1
17809,0.42993662,1
29467,-1.8750658,0
35689,-6.4573183,0
49531,-3.5068603,0
35249,0.76717895,1
85746,-0.048721835,0
13874,3.1315548,1
07396,0.13307524,1
57312,4.4890656,1
26914,4.6340165,1
47863,-0.17038724,0
65734,3.9582236,1
84169,-0.61328435,0
62790,0.88271844,1
76103,-11.718207,0
05968,0.11726353,1
87391,-6.232698,0
72851,-1.1280943,0
42189,-0.68527365,0
04265,2.1093822,1
31267,-2.0449572,0
93145,0.5438066,1
56328,1.771111,1
09357,3.899573,1
35107,-1.5036217,0
04716,-0.44556838,0
03164,1.9444095,1
86425,-0.2528037,0
79316,-0.36872587,0
98170,2.0769944,1
42615,-4.935374,0
25749,-0.90131855,0
18406,-3.1419265,0
36128,-7.260843,0
25908,-1.0900017,0
53467,-1.979247,0
29406,2.7328787,1
29547,1.1681426,1
05218,-6.1477647,0
10938,-1.8167547,0
17508,0.6864222,1
23751,3.432093,1
42739,2.722866,1
45827,1.1459411,1
79861,4.4561267,1
46197,-2.0918727,0
07694,0.65222514,1
43697,2.2182066,1
13407,1.6053168,1
74236,0.2860228,1
03987,0.785105,1
72093,-1.1017658,0
81527,-0.3621196,0
52139,-0.2806768,0
80914,2.6299026,1
09687,0.49383292,1
87913,0.6302914,1
87013,2.8206692,1
06593,-7.6554303,0
21863,0.63141227,1
06329,0.36048117,1
39527,-2.9748094,0
85471,-7.651204,0
02751,0.36438504,1
48956,0.6139122,1
39247,-0.003744932,1
32605,1.8874307,1
75136,-0.6315086,0
83091,-0.6518581,0
52847,-23.084135,0
25463,-0.15214154,0
04239,-0.6939936,0
17852,-4.8424253,0
85420,-1.2604744,0
34067,-1.7091624,0
41692,5.8264565,1
93481,0.36435607,1
73842,0.63211584,1
95302,-4.8142343,0
70148,0.44153577,1
47265,3.185224,1
20854,-13.579521,0
74531,-1.8247275,0
20413,2.889487,1
48123,0.8766983,1
92158,-13.082239,0
09675,0.7556304,1
08541,0.9063775,1
95306,0.0951558,1
47680,0.3889504,1
32564,-4.278061,0
19384,-4.040503,0
17904,0.7875087,1
09513,-1.2798535,0
30815,-1.2856985,0
05879,-2.123687,0
75039,0.67576414,1
52140,3.0890443,1
64038,-1.4287068,0
87352,-0.76111305,0
06243,1.3713359,1
90143,2.606931,1
37289,0.7448193,1
54093,-0.22750095,0
62719,0.93193674,1
84670,3.808308,1
98721,-1.0801178,0
42705,-10.032875,0
26781,-5.8802886,0
05792,0.108888716,1
35146,1.1021248,1
04583,6.3856397,1
30864,-9.845765,0
98340,-0.5971056,0
65148,0.41256592,1
38754,0.65970767,1
79134,0.10201151,1
59028,0.038348176,1
76854,-9.195915,0
82950,-1.4705602,0
80473,2.1710377,1
91637,-0.7803955,0
07612,4.2360053,1
08653,-10.005234,0
