id,proba,label
16395,1.0462672,1
37405,0.14396042,1
94180,2.0178292,1
54321,0.03345283,1
97015,0.96941394,1
73506,3.1297324,1
05429,0.33152184,1
70691,-1.301515,0
69421,-1.487709,0
50162,5.1266317,1
43728,0.20679465,1
75081,2.0590756,1
47829,0.40499955,1
35279,1.4028302,1
54920,0.409924,1
39867,-0.014698581,0
96082,0.6960754,1
38045,-0.22900705,0
62134,1.4234478,1
81970,0.17892903,1
01865,0.79067045,1
86139,0.39458585,1
38765,0.35723713,1
15306,0.2232741,1
17209,0.85580397,1
96185,3.9503891,1
93875,-1.2194606,0
57286,0.0022287015,0
08261,-0.70511746,0
60823,1.0684681,1
83720,-0.014541845,0
89432,2.0162742,1
89607,0.6072432,1
14267,1.2870308,1
82749,1.0585791,1
70643,2.3482985,1
12785,0.57103926,1
86394,-0.3767921,0
63491,0.116455525,1
98026,2.9615104,1
89263,-0.078704715,0
42975,3.7021782,1
74016,2.3232694,1
26347,5.439913,1
89105,0.18042515,1
57932,0.5541443,1
52971,-0.28396004,0
04615,1.0827427,1
01936,1.0966715,1
17546,-1.965737,0
56908,-2.321893,0
24973,-0.054494493,0
04958,0.6356511,1
60345,3.6887145,1
02356,-3.9499729,0
91806,0.8597297,1
05462,0.13254184,1
01627,0.20724683,1
18239,-9.011758,0
49372,1.3305472,1
59167,-0.31442717,0
59287,0.55172676,1
64279,3.19328,1
38701,-0.8038793,0
12643,0.059502736,1
46532,0.11817229,1
07516,0.6696597,1
93251,0.39791927,1
31760,-1.2772415,0
19230,-0.9879573,0
89251,3.1302266,1
02789,-0.84968036,0
03976,1.3761449,1
07291,0.27811238,1
58374,-1.981882,0
78092,-2.7052379,0
28396,2.8551028,1
87039,0.61116236,1
94216,1.0928584,1
81523,0.35706842,1
15473,-3.9464402,0
48059,1.6314888,1
38054,0.16160128,1
35870,3.2012084,1
07392,4.9302096,1
72019,0.044705234,1
95723,1.9121779,1
01284,-0.5143577,0
27980,-1.5877377,0
65917,0.70959,1
10548,1.947253,1
26091,1.2558334,1
98637,1.5662326,1
98653,4.6757193,1
09638,0.23878661,1
16592,0.4039604,1
47693,-0.0635798,0
51263,1.5420278,1
67149,0.53136295,1
63547,1.1660457,1
49267,0.02722718,1
24351,0.012498597,1
23419,0.32673776,1
30762,0.48832622,1
52096,-0.18070102,0
64735,-2.9244163,0
10652,0.08297458,1
92456,0.13351014,1
42635,0.02715219,1
47931,-2.1749008,0
70143,1.3266282,1
51863,2.3138301,1
02584,1.9393862,1
