id,proba,label
16395,2.0404880377981396,1
37405,0.24351969319913122,1
94180,1.5790119369824727,1
54321,0.5888623611794578,1
97015,1.6458693477842543,1
73506,1.4480843742688496,1
05429,0.6822445425722334,1
70691,-0.17042970243427488,0
69421,-1.288253406683604,0
50162,3.7856877777311535,1
43728,-0.015991481641928356,1
75081,1.3653903272416856,1
47829,1.4456227156851027,1
35279,1.430859022670322,1
54920,0.8379927691486146,1
39867,0.20077738703952897,1
96082,1.1325649917125702,1
38045,0.36789683169788784,1
62134,0.4691167076428731,1
81970,0.3877676385972235,1
01865,0.6412776178783841,1
86139,1.1928902897569869,1
38765,0.7158212825242016,1
15306,0.3417649484342999,1
17209,0.7975538439220853,1
96185,2.6631820731692843,1
93875,-0.09071362970603837,0
57286,-0.41222583543923164,0
08261,-0.2404678368733989,0
60823,0.8863873150613573,1
83720,0.3156044665310118,1
89432,2.237909846835666,1
89607,0.4059101914366086,1
14267,1.7400352822409735,1
82749,1.4452389280001323,1
70643,1.4032612045605977,1
12785,0.4344156930843989,1
86394,-0.15677740507655674,0
63491,0.19850975688960817,1
98026,1.445098294152154,1
89263,-0.9484716008106867,0
42975,3.2798771063486734,1
74016,2.5937686098946466,1
26347,2.282136638959249,1
89105,0.36146443833907443,1
57932,0.4025859729283386,1
52971,-0.28167106418146026,0
04615,1.4710666404830084,1
01936,1.4445254537794325,1
17546,-2.274309469593896,0
56908,-2.1742617355452643,0
24973,-1.2834422571791544,0
04958,1.736732198132409,1
60345,1.6814485258526273,1
02356,-0.5215090008245574,0
91806,0.9298663669162326,1
05462,0.2107330941491657,1
01627,0.33426640431086224,1
18239,-5.077431307898627,0
49372,-0.5943312131696277,0
59167,-0.8520143727461497,0
59287,0.1303134270840221,1
64279,1.3608137998316023,1
38701,-0.4175492438177268,0
12643,-0.5011772641705142,0
46532,0.11599063293801413,1
07516,0.7774932533502579,1
93251,1.5732110606299505,1
31760,-2.8660304016537137,0
19230,-0.7019638253582848,0
89251,2.395352588759528,1
02789,-2.0602091550827026,0
03976,0.5351578427685632,1
07291,-0.11407563007540172,0
58374,-1.794492953353458,0
78092,-1.925448735555013,0
28396,1.3613186842865415,1
87039,0.34766901118887794,1
94216,0.6316539578967624,1
81523,0.909706195195516,1
15473,-2.4075869056913586,0
48059,0.5144359908170171,1
38054,0.4698987156152725,1
35870,1.6239527132776048,1
07392,3.986787107255724,1
72019,0.9338346206479602,1
95723,1.5196040603849623,1
01284,0.1912235166463587,1
27980,0.08548422447509235,1
65917,0.7324346668190427,1
10548,1.495501505004035,1
26091,0.5964325931337144,1
98637,1.06810834341579,1
98653,2.346485217412313,1
09638,0.1546334127585093,1
16592,0.4796442087325785,1
47693,0.3907269909977913,1
51263,0.6695633348491457,1
67149,1.412158853477902,1
63547,0.674507169259919,1
49267,0.21125490756498444,1
24351,0.10758853000071314,1
23419,0.06897377429736985,1
30762,-0.1641683681971497,0
52096,-0.822427930103408,0
64735,-5.376427226596409,0
10652,-1.23400963553124,0
92456,0.3257352448999882,1
42635,0.45580629590484834,1
47931,-1.2786132358014584,0
70143,1.6503999630610149,1
51863,2.139903505643209,1
02584,1.0671519173516169,1
48132,-0.09713190173109372,0
81370,0.40285112460454303,1
74029,-0.20563463245828947,0
50643,-7.147059069739448,0
59423,1.4789822896321614,1
63502,1.8621379534403484,1
89360,0.27553922351863647,1
05219,0.334664905236827,1
61342,-0.6568705572022332,0
16234,-1.1633391910129123,0
34215,-0.6727416184213426,0
10963,-0.6856122699876627,0
94380,2.2559645573298135,1
30954,0.4264783097638024,1
05162,5.968762821621365,1
36184,-2.2070641915003457,0
17285,6.603349182340834,1
20815,-1.5276923092703025,0
35198,0.6602036837074492,1
32451,0.7993799878491296,1
58079,-1.3474070235259004,0
37092,1.4991860687732697,1
76542,0.3780846388803588,1
17096,-1.0361155954500039,0
69753,-1.0624490049150255,0
07652,0.822444372706943,1
39182,-1.199195118414031,0
10476,3.094596955511305,1
17596,-2.5231935017638736,0
25893,-3.8298617468939886,0
57836,-0.40503165043062633,0
32907,-1.306641431318389,0
18453,0.40747976965374416,1
26537,-7.985878520541721,0
07689,0.17875543195340368,1
69423,-1.1759664217631023,0
45269,0.5258721758921941,1
29710,0.9398872587415907,1
10865,-2.4406885902086892,0
56291,-1.0707550992568333,0
60175,0.1422088129652871,1
90538,0.2146618432468838,1
06931,0.3498099603586727,1
69403,0.3720719301038318,1
21530,4.011767281426324,1
03146,0.8706244462066226,1
04879,0.5390999043981234,1
14583,0.23403278034594324,1
31894,-0.11292504312263595,0
90734,-0.560382162531217,0
67841,-1.8274712827470567,0
24689,1.125791523191664,1
39564,-0.3714254167344835,0
15763,-1.552301072412067,0
76091,-5.342984517415364,0
23047,-3.2153129975001016,0
35186,-5.412346972359551,0
21386,-7.843837844000922,0
80713,-4.080041958226098,0
50483,-0.16209901579552227,0
41250,-15.235240088568794,0
45326,0.5621353073252572,1
09241,0.3961244540082084,1
08524,-1.5550830827818976,0
31468,0.22212500125169754,1
57431,-0.11617135256528854,0
06135,-4.862155013614231,0
70456,1.7125603490405612,1
53214,-0.9190026770035425,0
48523,2.8732075558768377,1
45093,1.032868160141839,1
98374,1.0562240680058796,1
89026,-0.23641747277643946,0
94152,-0.5861037812299199,0
63719,0.7655964129500918,1
80392,-1.3743138172560267,0
98035,4.120641390482585,1
26573,-0.04167150043778949,0
15379,-1.3437214315765433,0
10564,3.385693179236518,1
80463,-1.946232643392351,0
35687,-3.467976543638441,0
